Yakka Opening Book

Total Book Positions = 4444
Total Book Moves = 6375

$000E904E0E062B59, $01000FD7
$792DF35B8C1C7BC9, $010015B7
$7943665968D0C2B4, $01001625
$79671394E8DB0630, $010018A8
$797C5E775FF58915, $030003B8
$79A0C5E55A76C826, $01000DE2
$79A74D821D364555, $01000460
$79B065CB4FD44741, $0200077C
$79B3A06D6516063F, $02001825
$79DA81570A91B843, $010009BE
$79E4B0C7B919604E, $010014E4
$79FD27CAC293F7F1, $01001186
$7A0D7D6FE1847341, $010016ED
$7A3ED7AB07C00B78, $010013EC
$7A46F26F77347C75, $010011C9
$7A5AD3BAC4FBB427, $01001363
$7A67E97771E14886, $020005DD
$7A7D4912D055E5B6, $020017AD
$7A840B45964AA2DB, $01000680
$7A8C4FBF20943B75, $02000A30
$7A92ADBF4124E186, $0100089E
$7AA01D90F7A391EF, $010003E4
$7ADD0ED46E2A83DB, $01000989
$7ADDA07BA56E6AB6, $0100111F
$7AF9F58180F41C0F, $0100105A
$7B07A9DEFEBEA9B8, $01000452
$7B1F47E14DEEB1EA, $010003FC
$7B205D08582230AD, $04000088
$7B32745F9A3C198C, $0300069A
$7B59ACD83D346EEA, $010009B7
$7B605F44804A7001, $01001492
$7B61B69E8C0AE0DF, $01000275
$7B6914904447735E, $02000209
$7B7F8BCC3D092893, $01001831
$7B94E95DDDA0405B, $010010D9
$7BB9B2B472C8F85E, $01000744
$7BCA454AB822E95C, $010012EF
$7BCA4D43154C376C, $0200027A
$7BD437785C76DC8C, $0300016C
$7C06DD3F940881A4, $0100177F
$7C1AA352004B44E0, $04000401
$7C1B629306034C37, $0200083D
$7C2320BD929EC90E, $01001501
$7C3EC23C14279E05, $01001863
$7C3F25CE53AFCF26, $01000682
$7C4966F1690C66C8, $02000B16
$7C537F878F0B69AA, $010007AB
$7C53D9EEEE0AE598, $020013BD
$7C6918BD890C7B31, $01000BC1
$7C7C0D7A7A2267BF, $010018B0
$7C85B30D1886768A, $01000BD3
$7CA01963C87C8238, $010014CE
$7CA7DF959E9A10F6, $02000A9A
$7CBAE185B66F2E90, $010014B3
$7CCCEAAC46396E73, $01000701
$7CE91819F0F21F56, $01000D66
$7CEAAACF7D16DA03, $01001665
$7CF1E347A2AFF804, $010010DB
$7CF56FAC81C85897, $01001600
$7CF90246330D8558, $0100090E
$7D03DBCDDF503D8E, $02001555
$7D177C60B2F701EE, $01000380
$7D1A67FD7653B7DD, $03001339
$7D25147924B75ED9, $01000E2E
$7D2CCD2D5DF73C44, $010009C6
$7D53A4185B97AB4E, $01000BC6
$7D82D23BD441EAD6, $02000EB9
$7D8884D6427B7EDC, $01000AC5
$7D989435EF565FF2, $010011A3
$7DF8BDB646091C01, $0100071E
$7DFAF46994E7C3B3, $01001089
$7DFC9056C3E79953, $01000C8A
$7E01F97CF1E119A6, $01000A58
$7E0D0F8B3135772B, $01001568
$7E0EF19AAC04B9E6, $01000D21
$7E28FD1C2963D572, $01000FE5
$7E29A0071B58DF63, $01000E41
$7E340ACA38CC133B, $01000ED8
$7E3E51C778241516, $02001036
$7E48FE6C2561BDB2, $01001606
$7E49B6163AAD1236, $01000076
$7E50B2E74FB2228E, $01001701
$7E55FF66025AB550, $01001739
$7E5F834DD91AD2C1, $010012D6
$7E642B4C524C4A63, $01001090
$7E654DF12FF9F9C0, $01000A6F
$7E6C44A2E85B5EC2, $01001379
$7E88B7CCA0554FFA, $01000C82
$7E984ACBE632D44F, $03001242
$7E99217D4C75F146, $010011D6
$7E9C0541F82AD276, $01001225
$7EA2B920A26172FE, $01000F1B
$7EAEF8DA03F7F431, $010005E2
$7EBA0E6C0A63DE40, $0100170C
$7EC7DBABB66248AE, $01000DE5
$7EDA4D4359DE3441, $01000F72
$7EDC85C88D925A2C, $010008E0
$7EE5136FA3357F4B, $020001D4
$7EEFEF628780CB3E, $0100096A
$7EF1B680BFDE8353, $01000466
$7EFA842FCDC5679A, $01000D5D
$7F058C3F01C49648, $01000F2F
$7F2473DFAEB16BE0, $01000ACD
$7F2A465D31F15B2C, $05000080
$7F3B9E321D8C3D8E, $01000ED5
$7F45E7E60E8FB3B6, $02001586
$7F57B6CFB2D9B5C1, $03000176
$7F5D88771C11EAC2, $030000C0
$7F7E180523C0E686, $01001747
$7F7E75FD3DEA16FA, $0200079D
$7F7F1972AF007E22, $01001873
$7F86874DE9667B78, $02000211
$7FA0E222C22A4E6D, $0100150B
$7FA4201698F76F85, $01000E45
$7FAA028893CCD83F, $01000E9D
$7FC02EEA16D2A9F4, $01001204
$7FC872A2083F7B8F, $01001146
$7FCB0C2529981EC4, $0100061D
$7FCC3CBB4A3A97E0, $02000CC1
$7FE6238657467903, $0100126B
$7FF56443AC4CB198, $02000505
$7FF9D5FC7FE99D86, $01000DDC
$7FFA15360E8BD73E, $010013CB
$8009CB8C3686DB04, $0200031B
$80270B4B2CB0A14C, $01000BF0
$8053A312F4492685, $01000D0E
$8077C3819649CD5A, $0100110E
$807FA3C14B72E040, $01001058
$8088B40D7C5B7823, $010011D3
$808A862157E4631A, $01000CA0
$80A9D7B66092E5CA, $01001727
$80AD42C8B0CF3E76, $01000C9C
$80DEA32AA856240B, $04000040
$80E4D0A4B7D3C9B3, $01000F5B
$80F957FC0ECABD1E, $050000A3
$8102F72CA29D9109, $0100160E
$810507488C68C9B9, $0200051C
$812BC179270BA457, $020005A6
$812C6AAEEC38DC33, $04000FAC
$8136C4EAD10820E4, $01001773
$813B9C59D75FF493, $010007E3
$813D24D928132AF9, $01000C9F
$81462919230B452B, $01000270
$815FAE9539D594E5, $01000B2D
$816FA397EC4F3628, $010015B8
$8179AF727982A953, $01000EBB
$8185DE6FAEBD72C5, $02000A75
$819A53FEEBE7A699, $01000D54
$819A7FDA229448DD, $010013C6
$81A490CAFF102681, $01000BCC
$81CAC543EDB731F2, $0100168A
$81CFDBCD50E26C6A, $01000B2F
$81D253CD9FB5A59B, $03000D09
$81D593017B3A1247, $01001145
$81E956C11CE27B7D, $010016B8
$81F059FD3D426764, $01000CA6
$820060EDBAA16A5A, $0100093C
$820A98170712BF92, $02000365
$821272DC968DC5CE, $01001897
$821BBF685B11913B, $01001300
$82205B0325A3F317, $01000827
$82232895632B01F2, $01001496
$8226E7E53639C119, $03000E64
$822D6CC1A18E2687, $020001EB
$823218AAE73E06E5, $010015DD
$8241ABD47D2C3051, $01001841
$8244B83737AF115B, $010015D2
$824D2BC624BFD00A, $01001493
$8252C67700EE7CE5, $01000E8F
$82746FE075A830A8, $0300074F
$827847A94EB6DDB1, $01000D3D
$827C581415C3B4C2, $020012A5
$827D6A688E8627D1, $01001066
$82A53683159A7AEC, $01001539
$82C8A591FAA88A5F, $01000649
$82CFFBB2E94DCF90, $02001401
$82D08F45EFD06587, $01000E20
$82E8123C435D8667, $04001229
$82FB972344D0EA37, $01001110
$82FDF500C619E930, $01001526
$831C844E85860940, $01001869
$8326C33DC4360E4D, $010015EF
$8350E782264523F4, $0100159E
$838F996EBC284D2B, $01000BB9
$839A09A4EF93C139, $020008F8
$83AF310913202C45, $01000A7C
$83D68FAA73FC2AAC, $01000DD6
$83DFF2003D52FB74, $020013F9
$83E4952D7C8A05B1, $0100058C
$84160F65A5704D54, $010012B3
$84170FE14F8CDAE4, $0100141B
$8449661EA10BF9A5, $030001E5
$845875F1D209EA31, $0200139E
$845F8DB9BF8EF6CB, $04000166
$8465A746F18E68F9, $0100140C
$84741EF372B5016B, $0200033C
$848EA0649D80A28D, $01001140
$849FCF7939930E7D, $01000B15
$84A37655EC65FE64, $05000039
$84D2748FAEC33E97, $0100186F
$84F3503750AADCB7, $01000483
$84F74806CD3B7627, $01000DEA
$8504E57BC11F6C06, $01001022
$851413851B5E5676, $010005B8
$851A6F06D8D93E91, $01000361
$851B84EED00CBF8F, $01000D6A
$8527819349EB1DA0, $020007CB
$8532AE788202E2E9, $01001272
$853AE50885C583BF, $01001120
$85740E7A56AE7C6B, $03000E72
$8589404451CD660D, $0100055F
$858CDEF890129480, $01001616
$858F61A58E434981, $010015DA
$859B3C95D1724161, $03000A1A
$85D574C98BF00F92, $01001511
$85EE36B0E7C2A90D, $0100156D
$86132207D3ECA14E, $0100116B
$862EED59C50E1D41, $01000752
$86562F3DC79789F5, $030002D2
$865FED8C3BB9866F, $03001768
$867F5DB8F23C1F2F, $010003FF
$8680A977B148D7BE, $010011AD
$86A7846DAFE28D1A, $01001009
$86B5F4F6856FBCD8, $01000D8A
$86C7072F554903DB, $01000802
$86C7C4DC4F3DA611, $01001633
$86F2F9A2FBB56DCE, $02001619
$86F528EA38FE919B, $0100155D
$86FAB9B588A6B301, $01001447
$86FFC4339AE27C7B, $020011C2
$871D78ABB1B3A347, $010016E7
$873935FC1C35F93C, $0300025D
$875ED5184B11AA5E, $01001483
$8760F07507A88D61, $0300060D
$876C7E382E5EF6AD, $01000CA2
$8779F5BE586F3CF9, $010012F8
$87909CB29D334623, $01000C2A
$8799FE678F9E149C, $0100159B
$879A558CC4BF0F02, $03000251
$87A22F06756ECEB8, $01001624
$87A796C53D42C151, $010013A4
$87A9907FA9484F18, $010015C6
$87B06681011C6195, $010016C1
$87CED435F1EFBA40, $0100161C
$87E66637411D8236, $01001125
$87F10E7150FD83E2, $02000EA1
$87FADDFD0A924F2A, $01001156
$8817C2EBA2FF0C8D, $0200147B
$881ACAEC6921724F, $01000B94
$882A0FFFB026E646, $01000893
$8832FE2558C3F1DF, $03000737
$884068E25507030F, $01001198
$885D7548AB68AE73, $01001552
$886E97F0253A298C, $0100122E
$886FB02164F1D4F4, $01000E07
$887B72C895A3E7D1, $010015FA
$8889656E55DC41B1, $01001173
$8894B3CA8DAE3381, $010015E6
$8895453B930EEB7C, $01000ED2
$889AD8511382DD09, $01000F96
$88D26124B19B7539, $0100021F
$88E125E47073AE61, $01000C98
$88F09DB3200BEB8A, $01001091
$88F5D3DE86328061, $0100078A
$88F5FEFF56858CEC, $0100053D
$890DBF6A01F42F71, $020012A2
$89161D62F6DB2425, $0200045A
$892EE91E2DAFFDCE, $010003D7
$8937DFF6DA63D912, $01000D48
$893A3DA4169E257C, $010009A2
$895FE90F5410CE54, $010017C4
$89707A2A8B360AA0, $01000CE8
$897E36AF6E088BDE, $030002CF
$897ED27D48FFB994, $01000C0B
$897EF1325FE22583, $01000AD7
$898AA7886D9A8F20, $020002D7
$8997A48D154A4534, $030011C6
$89AAC30897D8FC61, $01000EDB
$89C584F513DA8ACE, $01000C6F
$89E015844E26C945, $010012AA
$8A07824718F00463, $01000EF0
$8A13A2ECE70FE2F7, $0100160B
$8A157A874AC76873, $01001000
$8A1A7EF40B72FF02, $010011EE
$8A1D4D32A3269385, $01000E08
$8A30C765F3C1D7CA, $01001349
$8A3EE17E460C923C, $01000BEE
$8A3F760A34D633F3, $01000C08
$8A4F44AFCE355EBE, $0200091B
$8A4FF08367D12F4D, $0100143E
$8A5A4A3887114FE8, $01000E6E
$8A62324D4D03D8A9, $0100105E
$8A77502D6B1629EF, $010014FC
$8A91691CBD60E561, $01000897
$8A9791E87475EA6A, $01001025
$8A9E779CC4950A5C, $0100036D
$8AA27E48B9C79EB5, $01000F2E
$8AA7C53657E002D5, $01000DFA
$8ABBF39C44C02D7A, $010013CA
$8ACF0601D904182A, $01000BA8
$8B027406730D2FC1, $02000C6D
$8B0EA754BDB19F07, $0100184D
$8B46FCCD4798C8E2, $010012DC
$8B70B7E19161828B, $010017A6
$8B7FF6FDC24C4707, $0100038D
$8B95B748AA6B872F, $0300129D
$8B9FD6A9CD064D94, $01000BE9
$8BA41DAAA055632F, $04000935
$8BC0404277541D9E, $01001865
$8BCD294653DE4BD5, $030012AC
$8BEC924D027BA23B, $01000B05
$8BFE50BD5DE15C3B, $0100071B
$8C174B30A98C8519, $010006FE
$8C1DCFC2A434359D, $010017DD
$8C2D828F0FE86E98, $01000788
$8C360FC448614C38, $04000A5C
$8C3B6B47F0BDB5C2, $010013AA
$8C40A6B4EB37BA10, $01001234
$8C40B62393F1653C, $01000D95
$8C4AC0BA0029C168, $010014F4
$8C591A024909983A, $05000490
$8C5A7FF44E3B1A1C, $01001499
$8C6A59E5EB707EBE, $02000319
$8C87839FE344AD95, $01000E6B
$8CA160B728D1D3E4, $01001870
$8CB334DBD875968D, $010003A6
$8CDF4086D33BD3EC, $0200175D
$8CFDE71756287644, $01000341
$8D0036C2D77732E8, $03000E26
$8D139EF416942BC2, $0100088C
$8D2ADDCAAE1AE3FA, $010017C3
$8D3398914A03858E, $010015F4
$8D36B4A70C4AC199, $01001656
$8D3EF9FFF68DA358, $020003AE
$8D43DEFFF28114B0, $0100166A
$8D4DCFCCC00BCA55, $01001662
$8D64C6E4940599AE, $02000FE7
$8D7C58316CF5E0C1, $04001158
$8D8C5CDB596F145B, $030009C8
$8DA9527529798CB3, $01000EE3
$8DB5F479F88F48D7, $01001699
$8DBF437AF9B001BE, $01000C5E
$8DCC4B74FE79CBA5, $010006FA
$8DE2687F5B65E26F, $02000905
$8E33B92D218CEC75, $01001640
$8E38947AFC50F385, $01000599
$8E436D5B83322EEB, $02001257
$8E5192899C116FC7, $0300092C
$8E55B9A802DB5CF1, $01000A4B
$8E68A57269AC4289, $01000656
$8E75D6653A2975BB, $01001193
$8E83DE3320520997, $01000D78
$8E8779B32A0D6524, $0100030C
$8E947B12D0DAD1BF, $01001277
$8EE077A1349DA689, $01000F93
$8EE47CC45AAC1099, $010016CE
$8EE91C9D8A3D2398, $03000FC5
$8EEC8254A5E5B551, $01000A43
$8EF2EF338116EF4A, $01000D6E
$8F01DA9EDF06F3F9, $030014CB
$8F1D92C0CF6DE28D, $0100163C
$8F22A935EFBD9B90, $010002AD
$8F354C8D8FAA6FBB, $01000780
$8F4DE893BCBA4E3E, $01001372
$8F524F2BF7951C3A, $0100048F
$8F5842A86A056374, $02000DFD
$8F59F2E977DF6941, $010018B3
$8F7728AFA18046B2, $050000CE
$8F789FA455C708B3, $0100054A
$8F7A5CC5C2757FB4, $030005DA
$8F7F50C92D4A3216, $010013FF
$8F91FA0D93000C47, $01000A3C
$8FA88AFC8F2B14FF, $030005F8
$8FADD1D7F1DE432A, $02000A25
$8FAE16E42C1FA6A4, $02000E7C
$8FBC84D187DE431D, $0100181C
$8FC36739654B9614, $010005F0
$8FD72163321C1E0B, $01001259
$8FDD9C4ECAD3E3A8, $0100012E
$8FF4D36F1B84A79E, $01001374
$8FF7DD7ECAAB271D, $01001318
$901704908480E51C, $010003E2
$9035D411D0536C90, $020017ED
$905E9A715D535403, $0200106D
$906BE1894F5F9BEF, $01001061
$908AF04F0F57B48D, $01000916
$90B4E66447859A23, $010007B0
$90B8B7367A5EF50D, $01001248
$90C3129DA6DD7F09, $01001115
$90D42977EF5F042A, $0200087C
$90DCDF7E65BEDAE0, $01000DE3
$90DDB6D8DD1E47E5, $01000803
$90F99D899DCDFAA7, $010009E2
$9116F0C0C8F2E102, $010014BA
$911C2DB401678911, $02001613
$913252053F7580B1, $01001832
$91468CA2CFCD788C, $0200061E
$917A41828FFFC95F, $04000619
$91866073E82C24C5, $0100087E
$91B04E026C2F2778, $010018DA
$91CFF3F6C0718203, $04000443
$91D6ED0C75A69740, $010009D6
$91DE8B66288CB677, $01000F82
$91F8F576BE1CDFFF, $01001411
$91FAC1D9E875C588, $01000C62
$9231939450AE399A, $010001E0
$92484FE1956A52C3, $02000909
$924C96D60755E27E, $0100169A
$9253D7E9295CBD9B, $030001FA
$9258620EC80AA2F3, $06000828
$929370DE4EBEC61A, $010015C0
$92A667D162BF73B3, $01001468
$92BFA0147D4F829A, $01000074
$92D321D58CBC555D, $010016D5
$92D776B6F7658E4D, $010017C0
$92DC8BFC868F3797, $01001121
$92E93B342E8DF36F, $02001557
$92EBED47269560F7, $01000DBB
$92EC9A2F1EA45CF3, $01000243
$92F08E3A7857F9A9, $0200036E
$930144F01A177841, $01000A1E
$9309D56C4DA89CCF, $010008D0
$9318E6F70C7EEE39, $01001574
$933D3064C1BC599E, $050007BC
$935038E61E6AB0BD, $01001738
$9365A87180E27757, $010018BF
$939757C87AB6C8AE, $01000E9A
$93C2A5FD49D235CC, $020012CD
$93C65172B868FD3D, $02000645
$93CB47772CD6FDE6, $020003B6
$93EB7B93CD310F6D, $010016D4
$93FDE7F79A51B1E4, $02000CB6
$9402AEE1947CA70C, $01000C0F
$940789DED51385EA, $02000FE9
$940AD669D7A0518D, $02000DE8
$941CF8F46E7B8960, $0100179A
$941F580D30D91FA7, $01001454
$942B360912C59A76, $020013AD
$942DAC07DE652B7D, $030010FA
$94332D7FBE9B65FF, $010011F9
$94436785FE84FB58, $010015F1
$9444FE4802E30081, $01001767
$944FCAAA242E6B6C, $0100185F
$94663C9C5B74F5F9, $01000E19
$946980E432FA669F, $01000F5E
$9491110146FC77BC, $010012E5
$94A13043D2005BF3, $01001249
$94A6F8B4083A1CDA, $01000185
$94BDEC0CD5313E25, $0300172D
$94CAE430E306A9F2, $01000EFF
$94F377ACBCB737AD, $0200180D
$94FF58544D4D08BE, $010015B3
$9509D180B6AF688A, $010015A6
$950EC11194614819, $01000E43
$95169348F1BDDA2F, $0200084F
$9526DA1E577DC45F, $01000A89
$952BFDCDBE358BFA, $0100113F
$9539962E4CC55422, $01000EFE
$953B5926F9E91C39, $02000D4F
$95445462C3973210, $03000797
$956F4E056848F116, $02000139
$958BA8646BE42A99, $01000C4A
$958C87326EAF497D, $01000F83
$9590E34E50A2BEF5, $010008AA
$95A25BADB8ED221F, $02000647
$95ADADC95429AE90, $010016A3
$95B08FF178A0DAB4, $0100113D
$95CE1FB657D5392A, $03001080
$95D40F4A5C3C4346, $030005ED
$95EBB4C76467E5A9, $01001303
$95F4EF909516385D, $02000C4D
$960115FB33B3181F, $01000C51
$9606A7121D3BBA67, $0200121F
$961F1DE7D576F18F, $0100037B
$96215A4ACA619E60, $01000BCA
$964368E9E29D119D, $0200088D
$9656A3F1CD6E7A0F, $0200166F
$9657240D799CB036, $04000A0A
$965BCD419E02946B, $01000761
$9673F4DA913E783B, $02000457
$9677A9DCFE02FC22, $01001567
$9694B317B0D4DBE8, $010015DE
$96974303A7975035, $0100030F
$96BE0D5A3333221E, $01000E6D
$96D83843027D3D57, $010017E0
$96E5D5F609E810E0, $02001298
$96E724FB5A06DF6F, $030006AF
$96FA956F11849228, $01000A90
$970790EC16FF4EB0, $020003CB
$97212DAE5F08B0AD, $030007E8
$974FA4B6352A68F2, $01000715
$975CF49AB36F337B, $0100124F
$97621806F40982BC, $010008F7
$97755D542CFCA698, $020003D2
$977C0DF074EE04D7, $0100068A
$97848346FE46260E, $020012C3
$9785F8879D31728E, $01000971
$978A53A7CB2B3FDC, $03000FD1
$978D612AB32EE982, $010003FB
$979562DE30B9C71A, $01000D61
$97A6EC700CFD2040, $0100138F
$97AEA639F27E1B05, $0100066F
$97AF3BD91C6F7B6E, $02000463
$97C2827B5E8E73ED, $010011DC
$97CA6DBBFDEC0C49, $0100148D
$97F41D1B87EA3DD2, $01000743
$9808E2FE3248FC9A, $01001027
$980A2D0DA3FD4673, $0200168E
$980F83DF6842AA17, $01000903
$9829925429DE03C2, $01000725
$983EC0C970FA8E2B, $010003F7
$9840F89582DD0648, $04000F34
$9860CBD0604EF09B, $01000A6A
$9868A6496522B028, $01000846
$9876CEDE54DDBD8E, $0100119E
$989F928602EE2C47, $01001713
$98B3861D0FF374A9, $01000796
$98D4B1EE0E6217BE, $01001623
$98D56668871EC58A, $01000A8A
$990251F75B943D67, $010018E6
$9906AD2E8D26AA32, $0100143F
$993AFDB137DC7CE8, $02001827
$9960ED324A223B8A, $020005DF
$996D995829D7028C, $040000CA
$9985A3C0DAF73238, $01000C68
$999056A96F803C90, $010010BC
$9995E291436A8940, $020013FD
$99A05EE79B6E2E7F, $010003B4
$99A69D7F809DEFE5, $01000E29
$99AA610DDCEDD5F6, $0100121E
$99BA61EFE323BBB9, $03001512
$99C8C8A79635F06A, $010010C4
$99D9D6CEED1CD22A, $020005F1
$99EDF3F5351DE748, $010016C6
$99FB2CF907B2AF9B, $0200093F
$9A14D65DDDAB916A, $010012E1
$9A174DE36BA87CF6, $01000884
$9A21A83E4829EBD0, $010009D4
$9A257DF11AA3102A, $010014BD
$9A2CBE33C0360806, $02000A5A
$9A35963E42593429, $03000A7D
$9A388763FB970511, $010016FC
$9A41526557310F0C, $02000AE4
$9A52ACBB8938ABC1, $02000882
$9A61C867B0E0E298, $020018A4
$9A716BC183467F9D, $01000F76
$9A727E5E1E05BE74, $01000E70
$9A7960C854D18382, $01000890
$9A79EFD11B483E09, $01000FD6
$9A8795AA680EA14A, $01001182
$9A8E4F682AAC42D0, $01000B01
$9A97B273C524A20C, $01000489
$9AA3850622F884C6, $03000605
$9AAFDC43F5340B50, $010013C1
$9AB2B730A99DBC8A, $0100179C
$9AB2E1EFB6E3C1DD, $01000AB6
$9AB809B61E1CAF02, $01001321
$9ABAFE5162D6AEC3, $01000DC2
$9AC751A4BA923F2C, $01000962
$9ADCEEB73591702A, $010003D1
$9AE948210DD3FB4C, $010018DD
$9AEABF2C135A0CCF, $01000B98
$9AF49E89BF54EC26, $01000F3D
$9AFA28F705635F3D, $01001618
$9B02889E99CE86DF, $01000DCD
$9B09E4AFC53F2C9E, $060003EA
$9B1D61E245A07E1D, $04000004
$9B20279D4A0C8FA5, $0200049B
$9B326BB23C8D5357, $0500130E
$9B43E9644E831A51, $01000E82
$9B4914BD462AEF7C, $01000E40
$9B5DD70FC9246148, $020002B0
$9B7400AF63B80AF4, $02000AC3
$9B81156F845CA204, $0100135F
$9B81E83A76B4DDAF, $020010F1
$9B84C1602C6B2394, $01000EAD
$9B94C7AE0CD6E039, $0100116E
$9B9CF610F3D93DBE, $020011D1
$9BC0096EA9AAD767, $02000612
$9BC1ECC6E3EE1B0F, $02000D57
$9BD842108852427C, $030011E5
$9BE4C0CEA5F38831, $01001361
$9BF10E55D0B2168E, $01000520
$9BF4A53A69BDB913, $010006D3
$9C0963D617FDA238, $01000E1B
$9C10E77FBCADA4EB, $04000141
$9C273A6FB4F4E78A, $01001595
$9C28D9BA170F5D39, $01000B23
$9C3C07B0A1FFE508, $0100090F
$9C3D2D11B4F962FD, $010004A0
$9C48C75EED741CDE, $0200056C
$9C4F301B9946B308, $0100128D
$9C5238BEAA205CEF, $01000C3A
$9C79536ED877FEE5, $02000A08
$9C87B243DA1BAF5D, $0100104B
$9C8843354CA3FD1A, $010014C6
$9CA2BD47CFD4BEB2, $01000B2E
$9CB452BEC95226A8, $02000CFF
$9CB68B2296A1D3C4, $01001689
$9CB80B4B0CF0FFB1, $02000372
$9CC34B6CF1346FC9, $010003FE
$9CC81FBD5A9E9A06, $010015E1
$9CF094F7BDAF3A66, $01001336
$9CF688E25B659A0D, $020004F8
$9CF7EF63BFB6DF74, $01001111
$9D1D053336DD132B, $01000771
$9D28DB72A3C778E9, $0200152A
$9D37B8F1CB7841F6, $01000512
$9D387A5AF0944AF9, $01000B56
$9D3AADA7FA1FB7F4, $010007D2
$9D64593BEE33A761, $01000D86
$9D69F5F3F4DF1A5A, $01000AE2
$9D70E148750DB8B9, $01001817
$9D97F03192A49DE0, $010018D5
$9D99588B8E9EBE04, $010008FE
$9DB51BD078D559BA, $01000E83
$9DCB7880AD9D5044, $02000B86
$9DCD24AB81EE7199, $0200024E
$9DF23AFA275BC0BB, $01000B5A
$9E008A2D5106EFDD, $010012C2
$9E277D300A6F4423, $01000E32
$9E4BC4A00528FD3D, $01000547
$9E50FD56E386D5FB, $010004FF
$9E5638E9FBC9E2FB, $01000C0C
$9E5AFD7C915C838E, $02000702
$9E5AFFED3074739B, $01001477
$9E7E6ACD81FDA953, $01001045
$9E86635E758A5FED, $02000E12
$9E8670583712E69C, $030000FD
$9E99F1AD79EA47C7, $010016FA
$9EA321C854686106, $010008BA
$9EA5796C06FE060E, $010016C9
$9EC8E525723235CE, $01001561
$9EDF8C8D25CA7976, $01001510
$9EE0B561908D8D2D, $01000E7E
$9EF1DDF26E05A6F8, $0100162D
$9F1FF64A3F92DA48, $01001782
$9F35B525D179C28F, $010013B3
$9F4E53F6B7967BCA, $010015E8
$9F59895D3B2A5D53, $02000C57
$9F5B20E95FB048B3, $0200119F
$9F81A1AF04CCD2A8, $010012BE
$9F83C577DB752F60, $04000BEA
$9F90167FE5CDCB1E, $020002DB
$9F9E6295EF32C120, $01000DFF
$9FA3A62AA4A3E6E8, $01000482
$9FA6E5E70B3725CE, $02000507
$9FE5345BA3B30192, $01000EB3
$9FEA2749F91F770B, $0100188F
$9FFA59A30E63A1D1, $01001441
$9FFDFA07D10692E9, $010016AC
$A007F789C206A66A, $01001875
$A010390AAD56733B, $01001246
$A02E1C52AC888C31, $01000934
$A02F09323CE4725D, $01000B50
$A032C8545E296965, $01001488
$A0414E831D6BC85B, $01000E49
$A09782CFD1FE7785, $01000BA2
$A09A50BE517CA5E1, $01000874
$A0AF7E8DD6E9DEA7, $0200029A
$A0B41A0740E933C1, $0100079C
$A0CAEE86F22980EE, $01000D43
$A0CC02F9569C0418, $01000EF5
$A0D5828C3642C3CD, $02000995
$A0D5E95A1F0136C4, $010005C1
$A0E6137C868059EB, $0100136A
$A0FF44715D95F65C, $0500015A
$A106EBCFE5AD29FC, $01000700
$A10B1652C49345A7, $0500005F
$A10CB896445FA685, $01000C88
$A11CAFCE87231A97, $01000A54
$A11D4B0D687B0B99, $020010DF
$A131930844C98747, $01000611
$A13EFD734CDD1A0C, $0100134D
$A15256A83CFF16C7, $01001583
$A153A5F06BD121DE, $02000EDF
$A16A5380F380B496, $01000D76
$A16F21E5BB50EFAB, $0100113A
$A179BED6C354A5D6, $01000B88
$A18EABB6070FEF8E, $010017BD
$A19526C931360504, $01001343
$A19CB43A56C9BF46, $0100013B
$A1A2669272E92D82, $01000438
$A1BCFEE8B1602FB4, $0100142E
$A2066D6E252C200A, $01000576
$A214C5593EA79EE3, $01001195
$A21E104273E40905, $010013B0
$A21E1203A821A4CF, $01001842
$A22AE13611D498A2, $0100160F
$A2307EEBA1912C84, $01001143
$A246A92044C2AFD8, $010006C3
$A259DD648C5680B4, $0100151F
$A263F0AB50FFACD1, $04000DB5
$A27A34413E967D62, $020013D6
$A28B462FB963D64C, $01001049
$A29155FB34C342FF, $01000186
$A2A62D3C95A7EC44, $030001C2
$A2D19007040942CA, $0200077E
$A2F40D37B6A40204, $0200039D
$A2F55F0AA09C2C2E, $01000953
$A2FB6D1D55A16FDC, $0100156B
$A30EE8A6E398030F, $0100119D
$A3159E9B1C97AAA7, $010015A3
$A32C267FF64B6F45, $010012C1
$A33A9505FD450672, $01000A8C
$A35734747903CB5F, $010016E2
$A36223A822EE5D6B, $02000A4C
$A383273CFDBC25D2, $01000EEA
$A38F57C4150D1EA0, $010009D0
$A3909B796ED23384, $010010D8
$A393584D3D19F877, $0100159A
$A3A1FBA116AD44F4, $020017A0
$A3CFA17E6C2FE990, $04000276
$A409A4C867AD9572, $04000057
$A40BF0BB991CC620, $01000616
$A416B2159CA22A76, $01000BA9
$A41F4F6F79289A1C, $03000417
$A426A369F6D89691, $010009D1
$A4289DFEE58350D0, $02000CC8
$A443CC3AF8190825, $01000D13
$A452C26526DCA021, $0100120F
$A4671BB18881BF7B, $01000BFB
$A482910E19A62C33, $01000165
$A4A630753995B4D2, $01000870
$A4ACE8BD629A9DAB, $0100126C
$A4B342663505444D, $01000D8B
$A4BE773A2E9EE1F8, $010014EA
$A4C0498DA83363A2, $010015CD
$A4CC227B38F7245A, $010001AE
$A4D2ABF292DA04C8, $0200029D
$A4D4A2A3C19B80FA, $02000BE7
$A4D5D674CB4F0C21, $0100074B
$A4D8954A3C125BCB, $0600002C
$A4E44B4AF5D78F32, $0300165A
$A4E4A93D25747B8F, $0100137A
