Yakka Opening Book

Total Book Positions = 8507
Total Book Moves = 12184

$0005708FD29B49F4, $03000B91
$8E3FC696CF4A9D0A, $020014C9
$8E4A1CF43C454631, $010024BC
$8E4F5BBF0AE114C4, $030003EF
$8E52E89BEE80D348, $030016EA
$8E5B4E9B26268F88, $01000C52
$8E607C302B7435C6, $01000DB2
$8E63341C7A19F489, $02001631
$8E694AC1E63941B9, $04000FCB
$8E6A1BA64CE4F495, $02001593
$8E6B6D796D94B97D, $02001DA6
$8E6BD72DAC409FA7, $010025F2
$8E71E2A88A77F556, $010014B0
$8E7B14E942D390E3, $01001880
$8E7C376A7EC0B732, $01001CF9
$8E806AC98DC7576E, $01001FA6
$8E83B49E28408A31, $03000622
$8E85D26BFCBD9576, $0200139D
$8E8B8253BE4F0EF3, $010025BE
$8E8F4879F4B2EE1E, $0100102C
$8E9157B42545ABE6, $02001B2C
$8EA1F37552ADCEE9, $01000793
$8EA30187B2EF6025, $01002444
$8EB0775479463CEA, $020016ED
$8EB4957F1A3DC7CB, $01002CD9
$8EC2B67E000E4D71, $01000C79
$8EDC968500069763, $01000EE3
$8EE585EAA506B362, $02000CF7
$8EFAE81BF3163180, $01001380
$8F076FD23506CC56, $01000D26
$8F0B2301272FDE70, $02000D94
$8F0C1C39594A55CF, $01001725
$8F1D69C43924BAD4, $040020F2
$8F1E797D8D5F4E24, $02000BDF
$8F215A7296784F0F, $02001C65
$8F2275433A4ABBC7, $01002B51
$8F34434B6BCA83AA, $02002285
$8F468080C403AFB6, $01001B1D
$8F5476454F7BE47F, $010017CE
$8F5645FCEC5A8021, $01000FE9
$8F5D669C512596CA, $020025B4
$8F69867AF6ACA4A5, $01000920
$8F6A03DA54152981, $01002A7A
$8F6D3429DC35BDBA, $01000E59
$8F730404F1694EBC, $03001BCA
$8F8113CEDC6795D3, $010029D0
$8F8B34E60F88E13A, $01001268
$8F90B3E620183F9D, $02001EFE
$8F97A6379B4092A2, $04001D6D
$8FA6D1918C9808B4, $01002EC5
$8FA9F64C381B12C9, $01001913
$8FA9F84F7610DE1A, $02000E37
$8FB2321991E0E26D, $0100050B
$8FB3ABA0F85DDE84, $010029B5
$8FC7223486998CCC, $02000595
$8FD046E7C3772294, $01002D24
$8FDE3854DE5A7909, $03002ADA
$8FE1334A6A41D9B1, $01000674
$8FE9920E538BA8D9, $010004C2
$8FEB10B7EC94C14B, $01002059
$8FEBF80C91AC6A52, $010011A0
$8FF493A3D50A0BE0, $02000503
$8FFF8770D3C0C23D, $01001A03
$900776F4E12F6E2C, $02001F71
$900AE2FA06AC93E1, $01002ED8
$900D3A643C95BEFE, $01000379
$9022D30F014EED3C, $02001F05
$902C57DD7B52FDED, $01001587
$9033276EE1444308, $01001D35
$9036225CA5CF9B5A, $01002AB5
$9040DED73570A3D6, $01002845
$904DA07838D15B08, $0100262D
$9060BF1C74B80F24, $04000E9E
$906648F00B9AEBA9, $0100152E
$906823BCCB902DBD, $01002BF0
$90769A53B3F5C395, $010019C5
$907B3DE341CA80BB, $03001AC2
$9083A9D965CA3CDA, $03000636
$9088B4A3BA447C0C, $020012CC
$908B7DA63FA81986, $0100129D
$909713D28B653F80, $01002402
$90AEB2D46B4F0CC9, $030029C9
$90B710D3FA8791C4, $02000608
$90C1665A4DCBA4D5, $01000DF9
$90C98DD4B975A046, $010025FF
$90CB4193DF2D5DB0, $02002DFA
$90E1EECDD2FBF8A9, $010027AF
$90ED3A1590A8338E, $01000C8C
$90EED55AB34A155A, $01002DD6
$90F3A837018D6C57, $01002E32
$90F6E84973702536, $01000B15
$90F70CD144C095CF, $01000CC7
$9107796FC67E3741, $01001469
$9107D18F2B1FFA83, $010014BC
$91092844D8AB4E46, $01001D0C
$911C2C8689D0F667, $030004CD
$9123299D3C799783, $01000D28
$91266BE32BED0582, $010019FE
$9139AF02391FF793, $01001599
$914889A275153111, $03002259
$915C7868A9A30902, $01002D11
$916E889E6BD5E429, $0300005E
$9176B2A1B37C81F3, $01002B36
$917838D4222291BA, $02001C07
$9178BC0F93610DED, $01000C39
$917A2A4E5EA18D92, $02002933
$917E048F6C2DD387, $020005A0
$91823FF8A8447B15, $01002044
$91AB5509AE8DA4BC, $0100195F
$91BAF3A6DCB4C731, $01000E7A
$91C0B7148C53B754, $0200158F
$91C73F73CB133A27, $010005A3
$91CDB1CD1D16587C, $01002C0C
$91CE428F9FF2D757, $01002E35
$91CF2BE099C03936, $01002983
$91D0173A99F13833, $02000AC5
$91D034EBE062B1A3, $01002E8E
$91DD453E6D55FC0F, $02002201
$91E2C7D7F9D2B7DB, $01001DDB
$91ECD7B17013B7EB, $02002531
$91F3F11736FBF348, $010021A1
$91FB7D88E5078CD3, $010026DD
$92079B86A7C437F4, $030007FD
$920B8230CCC24B65, $01002B66
$920DF65020F7F0F0, $010018B7
$92234ADB263EC2B2, $020029D8
$9224959E15993F3A, $0300033B
$9226809EA1110307, $02001D47
$922A29A57D92D4F4, $01001A15
$922CAA045FA3B964, $010029CE
$9235CAEE0961B9BF, $02002BBB
$923AA14B12DECB55, $01002097
$923DF80788A6E6B3, $010026F3
$925711D5E72A9B04, $010004F6
$925819094201DF21, $0100144D
$92589CA32F7AA092, $0100209E
$925CFCD207838C47, $01002836
$92609CBA2529D998, $01002630
$927494A91FEC9615, $01001669
$927CF891D5141236, $01000FA2
$92833C2B0BEA24DC, $0200181C
$928A61F81A3A77C6, $01001177
$929A0FC8368C0CE3, $01002CDD
$929CA8399F125616, $01002744
$92B5361E370C7711, $01002909
$92BD7C25B80FFCA9, $01000E26
$92BF2FA6624A33F5, $01002559
$92C06F612186EE9D, $01000508
$92C072F330395A2A, $01001A99
$92C3B3F03AE14DCA, $0100012A
$92D0829CAC53484C, $0100150F
$92D89E8227BF3DE5, $01002357
$92E0E0A7BACAA3DF, $01002D36
$92E479B4406FDDA9, $010008FC
$92EC3D4EF6B14407, $03000F1F
$92EC71FDCDF80379, $0100298C
$92EF4374873EA132, $010011F2
$92F2DF4E97019EF4, $01000C82
$92F4D372991B3E67, $01001E1C
$92F5FDF56A1A119E, $0100079A
$92F932998045466B, $01002BCF
$92FF52D8B068F6F5, $02001A10
$93002DB5566F0F73, $01002333
$9301C46F5A2F9FAD, $010002EE
$9309666192620C2C, $03000258
$931FF93DEB2C57E1, $01002CFC
$9326A3A66D13CFEB, $010010D8
$932CDAB5EA7091B9, $01002F90
$9339DE29EB111198, $01000E69
$933FDB5C01B04554, $010020D7
$93402FF98E074FDF, $0400008E
$935206AE4C1966FE, $05000935
$935455559D4189C4, $010017F6
$9367DB2F289BD6CA, $0200058E
$93753A99BB9C237A, $03000F44
$937B4FC92CE47B99, $010014D1
$937F35109BCBCE98, $01000521
$9387F5DCCB3D8E08, $0100090B
$9388E3603A3061BA, $01000CF9
$93AA37BB6E07962E, $01001F9C
$93AA3FB2C369481E, $020002F5
$93B445898A53A3FE, $03000192
$93C033D32F88A63C, $01001E4C
$93C3334EE7144374, $020021F9
$93C5B060BC70D0C2, $01001DC3
$93C9CC5FAF35B01A, $01002967
$93CAA3C9CC4DF2FC, $01002A8C
$93D9C045A4ED872C, $01000A6D
$93F49BAC0B853F29, $01001B41
$93FF85F9360E33C5, $0100067E
$940BDF9FFFE5B3A9, $01002194
$94121B1BB500D6EE, $010018DF
$9413EE0E529E03BC, $01002C2F
$9419F6938C75143B, $02000442
$9427CE8BFDCB2849, $0100163B
$94291400BF2919BA, $02001093
$942DE92A8E3DF99F, $01002071
$9431066BDB2CDD74, $02002A80
$9431D05561F9EF73, $01002989
$9432E67EC1A7085D, $01002A4B
$94330D76592E16D8, $02000B10
$9433AB1F382F9AEA, $0200216C
$943DBBE0C92A26BC, $010029E6
$9443524C44BBB67C, $01002422
$9444F78F11DBA91E, $02002580
$944B961429012623, $01001FD3
$945BDDFB8361E2EE, $010028A9
$945CD997BFA820D4, $01002AB3
$945F573F858AB054, $01000900
$9466AFCE422DFED6, $01002ADE
$947950088DF17082, $01000F12
$947AD1A3D66E3B92, $0400052D
$947B1062D0263345, $03000BD7
$9489ACBE29F7271F, $01002965
$948D12921BC1F4E9, $01001E9D
$948EBEC2E702F2F1, $010009A6
$949191B6748A8776, $02001B45
$9492E09921130660, $01001B4B
$9497C69C18609699, $0100173A
$949970B7E528FA2A, $01000D5E
$94AC985D901C1101, $010009FA
$94B998D720870CFF, $01002322
$94BA1F5F3195F720, $01001221
$94C7AD6448BF6F84, $02000FB4
$94CDF3ADFC112727, $01002D43
$94E48AF4391D590F, $010018BD
$94F6FB5D09E47E86, $01001A07
$950247EA4F9D0E7A, $010010F6
$950FAE2682B830CF, $010006D5
$95167FEE5E444CEE, $01002D17
$9533D6E98DB2D43C, $010011DA
$953FC536C81D9E4E, $010029A2
$9543401717D1801F, $010023A8
$954CB4E436099EC6, $010017A0
$954CBFDC8BD24336, $01000E86
$954EF53B835326BD, $01002384
$956D8C7F9BF3C19B, $01000A69
$95770E9164D27E9C, $0100047D
$957F2335C4404594, $01001AFB
$95907B8B3E187DD7, $0100208A
$9592A78BEF94A798, $03001436
$9598CF47902C6373, $01000A33
$959A869842C2BCC1, $01001AA1
$959CE2A715C2E621, $0100131D
$95ADE780B1E9911E, $01001F43
$95C618C9637EAC34, $02001AFC
$95C766AA6230562F, $01002F44
$95CB396D8C7AE82F, $010028A6
$95D8322BD144D151, $010023A5
$95E2A0CA026495A4, $0200170A
$95E369EFF8673378, $010028F1
$95E8F627945E01AE, $01000FFA
$95EDE5DF7F7EB912, $01001811
$95EF92C3F28A18CE, $01002490
$95F009E2AE90C207, $01001372
$95F245AFCC26A63E, $01001EA9
$95F523DD22D60207, $0100172C
$95FDDC52C1ADF2EB, $01002CB6
$960459BD84693511, $01001AAB
$96053F00F9DC86B2, $02000F74
$9629C4E7EC886D44, $0100007C
$963FF1BC0F3FADB3, $03001F66
$964250D862885B65, $01002F21
$96488FEDFF46AA00, $01001963
$9649D2F6CD7DA011, $0100163C
$9654783BEEE96C49, $02001743
$9657DFB4509247A9, $01001142
$965AE512899BA1D7, $01002E1C
$965CDDAAF007EC00, $02001233
$96618B8D27C466D4, $01000F57
$96657BE9CFEE5895, $01002DF6
$966E836B7A21C694, $02001418
$967E26FE7832A690, $0100211B
$9685619E75100039, $02000211
$968F9D9351A5B44C, $01000DEF
$9691C47169FBFC21, $010005AE
$9691F4C014AC5576, $010014AE
$969AF6DE1BE018E8, $01001491
$969B29DFB94832E2, $0100146E
$96A7A95A604737DC, $01001596
$96A8ABF07D44C62F, $010006BE
$96A9DF133D62C895, $0200134B
$96BA3FB28FFB4B33, $0100185E
$96BCF7395BB7255E, $01000CF4
$96C2CBD174440D8C, $010017C4
$96C5D005B5EBF05F, $02001A0E
$96CA7E92FC666E46, $0100122B
$96CE8A2BD5D28B43, $02000804
$96DA7C9DDC46A132, $02002998
$96DA8D0863FF60F4, $010014B3
$96DB350735183F4A, $01001CE4
$96E65EE4EE0A7802, $010009EE
$96E8C53D76703088, $01001312
$96F9538C9A508E34, $01001D60
$96FC77B02E0FAD04, $01001E0E
$970E69BBE82B6C90, $01001342
$971827E012DE4DE7, $01002CC7
$971E070CEBCF6988, $02000AFB
$97224C4CC298C0E4, $010019EB
$9735C06CD594B1EA, $01002192
$9737C43E64FCCAB3, $0300019D
$97395E23886C0F29, $01001F36
$973A80D0A8E86F35, $01001731
$973DFA86CA3495B0, $030000CD
$9744012E78941492, $01001003
$974A34ACE7D4245E, $05000086
$974A70F2D1088F17, $01002DCB
$974EF874929AFA22, $01002A82
$9765FECED7E1E93A, $010017EE
$97684352FDD5BFA9, $01002CEE
$9769B1BE01A235E8, $01002F7D
$976BB9066498C1D6, $010011BC
$9779DA172BD07E06, $01002C12
$977C78C93A200034, $01001F9D
$9786517781630671, $02001E9B
$979516B27A69CEEA, $0200069F
$9796F6CCAAACE712, $0100274F
$9799A70DA9CCE2F4, $02001588
$979A67C7D8AEA84C, $01002187
$97A02322BBD0B7FD, $01000DB4
$97A05C1BC0F7D686, $01001DC6
$97AB7ED4FFBD61B6, $0100084F
$97AC4E4A9C1FE892, $02001377
$97B9B25850886EC8, $01001049
$97BFDF626A499B99, $02001520
$97C090D3140F311F, $01002454
$97C452E74ED210F7, $02001647
$97CA707945E9A74D, $010016E0
$97D1397EEB0F814C, $01002777
$97D64C2A4B91459B, $01001032
$97D9D0B3BE63286A, $0100188E
$97E15D2D1CE90178, $010022FE
$97E58E808F23D776, $01002C6D
$97E6F5BC3F43040A, $02000262
$97ED9D19F9A73FB8, $02002039
$97EDD35A820EA1F1, $01002F29
$97FDAAC1C1A74166, $01002678
$9800C1206D8EABCC, $020008D6
$98079C2FB917C644, $01001E80
$9815EACD53314A09, $01001379
$981B69E1D5233546, $030006FA
$98203E95072927AF, $0300061C
$982B8E5D0127D084, $010023A7
$983636F28CC9C1E5, $010019D8
$98465EFFAEB919B0, $01000C73
$984E14B6503A22F5, $02001D42
$9853DAC6EA8FB52B, $01002DB7
$9855EA4882B650FA, $030003EB
$985B3DF686672A0C, $01001BC1
$985E3E9A7C1F10E9, $01002585
$9860417C434E832F, $01001496
$98627DAC1A36AEF8, $01001223
$986E4FC174F527B8, $0100287B
$98721E9E242AC9EF, $02000CA8
$98734314211B70A2, $010025FE
$9873735EF9B067BE, $01002B21
$9879D714D60F591E, $03001A0B
$98876B7CFBDDF0F5, $0100111F
$9887D91A990047A6, $01001E25
$988F4AB7C0F80064, $02000B71
$98940944BDA50571, $01001633
$9894F53628290662, $01000CA5
$98990569A017CE0F, $02000627
$9899DBBF2A36079B, $01001B21
$989C89949373380E, $01000FE2
$989D53759FBFF6A2, $01002F03
$989DA592703BA42D, $030002C5
$989DEB6C1BDEF86D, $01002B10
$98AE69AF89A7164E, $01001CAB
$98B0C5A96BCD183D, $01000FDF
$98CC29CA2A327514, $010019B5
$98CDD7324D7A9B24, $010029C0
$98CF9305CBE6DCF4, $010021AF
$98DB32CBF65F9DAA, $03001A18
$98DE196F491D0F79, $0100209F
$98DE3BBD443AA469, $010014B8
$98E1C7020749E8EA, $01002E36
$98E50CC190F24100, $01001D84
$98E56FF649843F2F, $01002A54
$98E956C3A55E17A2, $0100137F
$98F331573C9D4C00, $020011D6
$98F6810BEFD68FEC, $01002BDE
$99032E0D56FF1732, $0100148D
$990F87537D284D8F, $01001FB4
$991148622AB6DA89, $020021B5
$9916F39D6DB73F09, $010005B4
$9926E4484DACA50E, $02001AB4
$99374778D146D6C7, $0100191F
$9947F7D99742603D, $01002471
$994E3728A800240D, $03002575
$995A52EDD5FBEE73, $01001D37
$995FA084A4CB6FE4, $020026C9
$9970392B243F75CC, $02000FE7
$9973378D7EFBE09B, $01000924
$9974E051BA4DCCA3, $030012A7
$99753EA5FD459741, $010019B7
$99757FF7BE9393A8, $020009B1
$997A4606E5A8130E, $01002E28
$997DFAC9715DF0F9, $0300095A
$997FBBC5FB505280, $02000659
$998012F939A111BB, $040017C0
$9980B09548B7ED53, $01002F91
$99861A923C39A70A, $01000620
$99B5B80E961D6709, $02000368
$99B64FF3E796C435, $01000EB2
$99C3ECE972CC0650, $05000307
$99CD6C6024F134A6, $0100204B
$99D95133D255EEBD, $030013B5
$99E15EE34EFC7921, $02000597
$99E3F357A59A4262, $010023F4
$99F23176D4DFA9E1, $010007DA
$99F5281A2C6C14F9, $0100190B
$9A0D082816FA993E, $0100295F
$9A1940BE28795350, $01000C9B
$9A1E15E3E503BBF7, $040000BD
$9A1FDFEDFFCC75F2, $010024C2
$9A22CB72F8B3B839, $01002931
$9A28FA594205E321, $01001EA5
$9A302707A10F17AA, $01001B30
$9A329BABBF5EF76F, $010020D1
$9A3D3056EB2151DB, $01001A53
$9A462F53BDE5DAF4, $01002274
$9A5173E2F8D21223, $02001127
$9A548B4ACC6D548B, $050012AA
$9A64EDECAAF57F28, $02000AED
$9A70C6F7CE065653, $01002C0E
$9A755A8173DE63F3, $01000A29
$9A76BEEDF0674185, $01002E30
$9A7D4C60EDCDD5F8, $020012C6
$9A8CEC739B4E0705, $02001802
$9A924A3A29DE2507, $0100269C
$9AA32D9F0A6C5883, $01001475
$9AA54A682C37D228, $01001CDF
$9AA62E713C93947F, $010025CB
$9AC642691A8B9999, $010003E2
$9ACDAC499F3725D5, $010026C4
$9AD0A7A6972284B4, $04001EEC
$9AD1403444803ECB, $010008FF
$9AD6D97A51349592, $01000C41
$9ADAE32219E24E68, $01001508
$9ADDA05394EF12E3, $01000759
$9AE023341335549B, $01000D29
$9AE5682C88062A09, $01002AF8
$9AE8364C54F4084A, $010016D3
$9AEF5D18E3A858CC, $01002A17
$9B005EA532731B55, $020011DD
$9B08A023045CD2C7, $01001AF2
$9B0C37B33B511E4D, $01001895
$9B1DAA1069809BD6, $01001AB7
$9B249138554F1126, $01000DF7
$9B28CA126FA12CAB, $01002741
$9B34C04FF18B375A, $01002D79
$9B36CE0D71F8F5BB, $0100070D
$9B37E05054A4BAB3, $030013F9
$9B3D01C881427C44, $01002F64
$9B445FC10C443A53, $01000ABB
$9B4DD59DCEC9929F, $01000A1D
$9B4F5DE3946DEA80, $01001C80
$9B50415822419B76, $0200257B
$9B531C8C85230BD1, $01001578
$9B550E08A9B9BDD2, $02000D64
$9B5A1CB48A81F2B3, $01000F8F
$9B5A376427E2610F, $010014F3
$9B65FFDEFCB82A9E, $010025F7
$9B67792013B111A9, $010021DE
$9B6B722C70D4E738, $01000858
$9B6FC4C82F121325, $01002028
$9B7B31BACFF561CD, $01002F41
$9B8170FD9B10ABFF, $01001E15
$9B8CC44DDE17EC4D, $01002D8D
$9B8D9A88A851A745, $02002127
$9B954BBD169EEA60, $01002DE8
$9B9789C0233FEF97, $020003B1
$9B9B83593080A9E2, $01001EC8
$9B9FC532788FA247, $03000679
$9BA00216B99A1994, $0100234E
$9BA36507B2B83DB9, $0100217B
$9BAAF12DF0811759, $01000238
$9BBA2FB636B59394, $02002EC3
$9BC1AC19716970C2, $01002E37
$9BC3CECF4E0298C3, $02001D8D
$9BC46452EABDD52A, $02001624
$9BCB15591BC73686, $02001BED
$9BD8919F170B31C4, $02000DF4
$9BDB73D9E99DC709, $010026FC
$9BE8DF2D595509AF, $01001F96
$9BE9B30E3120E113, $01001113
$9BF038F25CA4FF49, $0100207A
$9C0EDDA800C257D3, $01000738
$9C0FCBE160191380, $02000CA6
$9C16155AFBB74694, $01001A2B
$9C17D61A2CDC63F0, $01001840
$9C1B47CE63CF4C32, $02002279
$9C1C5F5F006E49CA, $01001D7F
$9C1CFBB79EC72C17, $01002509
$9C2EA9B4E4AFFF88, $02000C30
$9C306E6069E48B77, $01002B0F
$9C38E34318B5384E, $04000121
$9C39D9A65ABC721E, $010005BA
$9C3DDFE7BDAA483B, $01002095
$9C4649161B6CBE3C, $01001CDA
$9C465B1AB2EEBCD3, $02000B62
$9C48DC07DD8DDFA4, $01001A88
$9C4D297AB4CC71EB, $020027BE
$9C5C2A2B4552F517, $02000D96
$9C6D844289DE1E9E, $01000F64
$9C73BE368FA014FB, $01001E7C
$9C8AF0FEF00DC935, $05000728
$9C8B1F9409BDA152, $01002F0A
$9C8D7F923697B8B6, $01001690
$9C8E63B27BA4B54C, $0200223B
$9C9A3AC24CC2E269, $01001248
$9C9CAF51A02EF6BC, $01000724
$9CA522289F6696C1, $01002A34
$9CA53B6820E6D60A, $040000C3
$9CB22CF9EACEA5A6, $010008F0
$9CB49394B967B43B, $06000B23
$9CB4BEB3B77D7BC5, $030017DB
$9CCC9D91849053B0, $020014C7
$9CE6EA5F4395D755, $03000FF0
$9CE9532E161A4CA6, $01002E9B
$9D006017946B616E, $010027C9
$9D0FE3A8AB02921E, $01001C47
$9D13E48B1F310CF4, $010019E6
$9D1CFC23E0C20FB4, $0100150E
$9D2E417CFD738291, $01001064
$9D3350404C657BF1, $01001398
$9D3424BCC0BF6C7C, $01000ACA
$9D35EFA6D0CB02C5, $01001FC9
$9D3C0C6CC571CC7E, $010023BD
$9D4C9C32EF2153F5, $02002656
$9D4E9F173E787106, $01001F2C
$9D56CFCEBACD8E5B, $0100216A
$9D59E07F85872E49, $01001226
$9D60D73CCD1AC688, $01002EEC
$9D698D6A28152373, $03001DBE
$9D6B5FF4D7E46A0A, $02001777
$9D78CA3A032D4D5C, $01002BF7
$9D7D2E30A6F7BBE7, $01000254
$9D8460C98B6BFC0B, $010020EE
$9D876B21E2FF2E24, $010017A6
$9D8BE29C66E537BA, $01000509
$9D8C002762659914, $01001518
$9DA0B727C9AD5076, $010009D2
$9DA9CEBF3EFED97C, $010026E6
$9DB3AAFF5BF12A04, $010018E8
$9DB71938FEB473B0, $01001896
$9DC2138EEC666AF0, $010019F9
$9DC95A36E74F6771, $01002BE0
$9DCDE8CF989ADDD5, $0100185F
$9DE90F245698516E, $02000447
$9DF4B0739CA60BF5, $0100127F
$9DF4F64C2C975295, $01002E54
$9DF5F1DD73E85327, $01002154
$9DF9EC02EE208C4E, $01001420
$9DFBCFED780A7D65, $0100061F
$9E0A5841253AAA0F, $010016CF
$9E11BCF7E9692E2A, $01000AA5
$9E132A6F85FFA830, $01002435
$9E1538A6099923FE, $0100273A
$9E228A0F6257ECE7, $01000B7C
$9E2C6767971787C3, $040016FB
$9E333364E2AFF2B6, $010014BE
$9E360110DDF03A91, $010002EC
$9E4A77E969B1E8A4, $020020B8
$9E4C4F902BBCD28F, $0100201F
$9E56D92D52DB836F, $02000D4B
$9E5808AF980FD492, $01001A85
$9E6151AA73793CCB, $01001335
$9E63C09CA1306198, $030000D0
$9E66EE9A77D36459, $01002D0B
$9E6D5DFE2773EBB3, $01001FDB
$9E73268CD2D91691, $01002F81
$9E76822CD248336A, $02002D61
$9E79513376080BAE, $01002DEB
$9E955E264623FA5B, $01002DD7
$9E95E901FCCFCED7, $01002637
$9EA7E9234D228811, $010017F4
$9EAB39DEA0E7D73C, $01002C1B
$9EAD3FA90AA38B83, $01001AC0
$9EB3D598636124EE, $0100191C
$9EBC97FA80F848B3, $03001B48
$9EBFE2188EB36F24, $010027E8
$9EC156971B9418CE, $01001AB8
$9ECD805C81039E32, $01002C65
$9ED3601FEE44F90A, $01001DE2
$9ED9640874FC94C7, $03000A9E
$9EE453A713C7DBAA, $010022DF
$9EE9389C4D811E5D, $02002225
$9EFB798C305419E5, $01000743
$9EFC6EA631AF29C6, $0200291C
$9EFCBDA229E367BA, $01002EC7
$9EFD0FB6A092112D, $01000615
$9F0433EBBEA55FB4, $01001C9B
$9F17FDC9E9FC9F84, $020013C3
$9F19F01671D82FDB, $02000958
$9F1E5F5B7C4D930F, $010027AC
$9F219E550A4AE376, $010026DC
$9F37BD1EEDE2A824, $0100126A
$9F41B216B5853708, $01002726
$9F49D674CD170D08, $01001719
$9F56D0476040BD5D, $01001923
$9F5B62AE1826DFE6, $01002C58
$9F5D6EDAFDFEECF1, $030027A1
$9F5F70B3E25E7DD2, $0100254E
$9F6208895390B638, $020009D6
$9F630F12600C31C2, $02001ACB
$9F64F2C95141E08E, $010028C4
$9F669B1F530C3307, $01002638
$9F697715881343F1, $010011FA
$9F72DDAD442AB417, $01001A60
$9F787D7A5AE80868, $02001D3E
$9F7BDFA74A2CE8CC, $01001D0A
$9F8AA8C1395D266C, $01000824
$9F8C912DECDEC3C9, $01002A40
$9F8E96878723B9C6, $01002E08
$9F957DDB00048A67, $010026B7
$9F99D4BC63A49FD8, $01000336
$9FAD172D65393CCC, $0100282F
$9FB1799063D7B917, $01002137
$9FB9CCE93EA66506, $0100218D
$9FBD6B5013856085, $01001630
$9FBE03489C73B4EA, $0400001A
$9FC8C1942A67E162, $010018A0
$9FCF6C1FA0FC6D8D, $01001E56
$9FD8115F16C55F6B, $01002E5C
$9FDE23F7034F0257, $01001B90
$9FE4212D20D4D36E, $01002C2B
$9FEA5CBF670C35F8, $050003AC
$9FF89D9870DE3EAD, $0400242B
$A004E56715951564, $02000717
$A014C1478D1E2066, $01000EAC
$A01FFB4E09CC3E4C, $0300255C
$A024386B2A577EA3, $020015B5
$A03365426FF217D1, $020002B0
$A037A4A02BF41FC5, $01002898
$A03FF89FA7E48B82, $01000A59
$A04BFE026246BC1D, $0100225F
$A04CF21D7F6FDA67, $0100175D
$A0582B32948065DE, $01002381
$A05C8AE721D28B22, $01001E9E
$A06E2603C7249C48, $0100212D
$A071EA7A12427C18, $0100012B
$A08C04805B4A0ECB, $01001D2A
$A08D50B4BDCE659E, $0100102D
$A0AAAD9A52B8C3ED, $030009AA
$A0AB2C31B277E250, $01001E6B
$A0B1AFD94B93C7A4, $020025B6
$A0CB989E23D91868, $01001912
$A0D26C276C4DBB73, $020016A0
$A0D40BAC3FAF0118, $01001BC0
$A0E04EDD2ECE4029, $020020AB
$A0EDE303A708D4B6, $01001FC8
$A0F88D9171BB2DAD, $04000DC5
$A0FA83971D887299, $01000E30
$A101E9F151809F13, $01002390
$A102A8851D82A361, $02001DC7
$A102CD92240CF870, $01000A67
$A106B0B4801309F1, $01000C2E
$A10A9B41F25DE9F1, $01002AF9
$A110D0572AF89CB8, $0100262F
$A1161C32AE16DEC1, $02001452
$A11FDF4E20B968D1, $0200083E
$A12072D297DB204E, $0200096B
$A12233DE1DD68237, $0100065C
$A12A14A9A7ED3F03, $040028DC
$A135E662A9D7DC25, $0100245C
$A13D81586E9C9265, $01001B06
$A1532E44BA4C7B66, $01002DC7
$A153A745CC2074D6, $0200104F
$A155F34922F68475, $01001AD8
$A1583C35B00B1521, $01000E93
$A160F513841A8267, $01002428
$A1672F6D4A8A9F7F, $0200175F
$A174EC5BB83C022F, $01001FAB
$A1886C778BE21FA6, $01000E8C
$A1917942715E5AD4, $02000C43
$A1954B77FB0326D7, $03002A3D
$A1AA6D3A6F37238D, $030005C3
$A1AAA134368F8200, $0100187F
$A1AB7ADF8C3A04C7, $0100227F
$A1BC869D71B22CE3, $0500004E
$A1C67A36B9C7EA93, $01001353
$A1E34C1ECE7F0B43, $010022CB
$A1E801D19088CC68, $01001EAE
$A1F2F9137048AB5F, $01001D75
$A1FE962183297BF8, $010010D9
$A1FEB384DE999E24, $01001717
$A20394A4E298AC21, $01000329
$A2078EC04C9C1789, $01002CBA
$A207ABA5A51526EE, $01002E5B
$A20859FDE2B7AAE1, $02000F03
$A2146F4F0448BD7E, $01001525
$A214B8084AA58B70, $01002197
$A215096520A06E4F, $01002271
$A22153C2D22945BD, $02002749
$A231B50F8059D782, $020027C0
$A23F05A6CE865A23, $01002937
$A23F0770E9E583CF, $01002C9A
$A23FA43CB2D30967, $010027E6
$A24D3B4FF47AAE60, $01000C80
$A2509DA0718839F8, $02001727
$A25B2922DE5EB519, $06000ABF
$A26298F19C37F786, $0100079C
$A26BA92A55D6FE00, $01000A4C
$A27760367E64277A, $010024AF
$A28469EFD7CCB80B, $01002624
$A28A74C58866C5F7, $010007BD
$A28A812596FE32D9, $01001830
$A28F72D92124F5B5, $01000CB1
$A29510F6D7115827, $03000408
$A2A0B5634443A0A9, $0100218A
$A2A3E36E39EBB6F7, $01000606
$A2A8B85E7B7E4D56, $0100295B
$A2A91922AA43CCCE, $01001810
$A2ADF4596D5A191D, $010029DB
$A2BAEE8EE79A4638, $010023DD
$A2C10F3AD2554B33, $01002301
$A2C5E30E948ECB09, $01001C17
$A2DA3ED8D2092314, $0100007B
$A2DB4801AED7A899, $020022EE
$A2E794468A68306A, $01001AC7
$A2E86147E5B26788, $01001526
$A2FBD8BA294AEBA0, $010022F8
$A307D5DC62841121, $020017BC
$A30F94C7684BD005, $01001C18
$A32009DA49D66F73, $020009D3
$A320FA769F53DD77, $02000AB9
$A3221C79D68D17D3, $010019E0
$A32470F8EEB7B0CE, $02002ED1
$A32F940CF0C8EE7B, $02002040
$A33AF17EDAF737CA, $01002C1A
$A33C1098F5C437C6, $01002360
$A33CDC77AB65A7C7, $01001E2F
